[討論] 台大電機丙資結 - 看板 graduate - 批踢踢實業坊,q79236,: 好累哦,223.136.40.238 02/17 17:06
[理工] C.S. design - 看板 Grad-ProbAsk - 批踢踢實業坊,q79236,: 號誌主要的優點在於好用  只要一行程式碼就可以完成共享變, 09/11 22:24
[理工] C.S. design - 看板 Grad-ProbAsk - 批踢踢實業坊,q79236,: 數的互斥  相比起CS design好用的多, 09/11 22:24
[理工] 線代 線性映射中的 onto 函數 - 看板 Grad-ProbAsk - 批踢踢實業坊,q79236,: 子空間, 09/11 23:31
[閒聊] 豬年豬大家清交考4都順利 - 看板 graduate - 批踢踢實業坊,q79236,: 不要聽41樓暗黑如果不想+365考前絕對不要,140.114.123.135 02/12 21:02
[閒聊] 豬年豬大家清交考4都順利 - 看板 graduate - 批踢踢實業坊,q79236,: 喝校內早餐店奶茶,140.114.123.135 02/12 21:02
[分享] 我的精神病前女友 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 大哥  請接受我的膝蓋, 11/17 02:12
[討論] 女友把你送的東西送人 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 我覺得還好欸  畢竟你都同意拿去賣了  她應該會覺得拿去送, 11/11 02:30
[討論] 女友把你送的東西送人 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 人也ok  跟交往紀念品意義不一樣, 11/11 02:30
[求助] 月老銀行?聯誼?網路交友?...還是找越南外配？？ - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 男生都覺得你很挑了, 11/10 12:19
[求助] 被同事告白了... 怎麼辦 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 有甲的潛值, 11/02 10:33
[求助] 被同事告白了... 怎麼辦 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 好笑推  但如果發生在自己身上會笑不出來, 11/03 20:10
Re: [求助] 組成家庭夫妻各自要賺多少 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 我覺得應該用統計來看  扣除極端值的效果最準確, 10/20 00:29
Re: [求助] 組成家庭夫妻各自要賺多少 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 而不是舉極端例子  會很偏頗, 10/20 00:29
